left_idx,right_idx,sem_score,left_sig,right_sig
158,83,0.0,rating,door handle type
158,84,0.0,rating,thread type
158,85,0.0,rating,body finish
158,253,0.0,rating,military standard equivalent
158,80,0.0,rating,bumper height
159,77,0.133,tray dimensions,mounting dimensions
159,12,0.046,tray dimensions,length
159,18,0.038,tray dimensions,height
159,57,0.037,tray dimensions,a/f
159,180,0.035,tray dimensions,dimension a
159,244,0.033,tray dimensions,base
159,96,0.032,tray dimensions,deflection
159,36,0.031,tray dimensions,depth
159,216,0.031,tray dimensions,bore
159,246,0.03,tray dimensions,offset
160,217,0.132,container material,packing type
160,48,0.086,container material,body material
160,8,0.082,container material,material
160,81,0.075,container material,backing material
160,75,0.069,container material,ball material
160,65,0.069,container material,nose material
160,113,0.067,container material,leveler material
160,204,0.062,container material,frame material
160,195,0.061,container material,knob material
160,164,0.053,container material,handle material
161,149,0.389,number of items,number of keys
161,100,0.316,number of items,number of screw holes
161,35,0.309,number of items,number of pieces
161,6,0.096,number of items,manufacturers part number
161,11,0.09,number of items,country of origin
161,202,0.082,number of items,compatible part/model number
161,169,0.078,number of items,feet of head
161,15,0.078,number of items,unit of measurement
161,88,0.0,number of items,ball height
161,87,0.0,number of items,lock nut
162,163,0.096,helicoil equivalent,recoil equivalent
162,253,0.078,helicoil equivalent,military standard equivalent
162,176,0.069,helicoil equivalent,body length
162,124,0.068,helicoil equivalent,body diameter
162,54,0.068,helicoil equivalent,stud length
162,210,0.065,helicoil equivalent,opening depth
162,230,0.06,helicoil equivalent,voltage
162,32,0.035,helicoil equivalent,for use with
162,1,0.0,helicoil equivalent,currency_jsonld
162,83,0.0,helicoil equivalent,door handle type
163,253,0.109,recoil equivalent,military standard equivalent
163,162,0.096,recoil equivalent,helicoil equivalent
163,125,0.0,recoil equivalent,radius
163,91,0.0,recoil equivalent,top screw/rod diameter
163,90,0.0,recoil equivalent,similar to
163,89,0.0,recoil equivalent,full ball diameter
163,88,0.0,recoil equivalent,ball height
163,87,0.0,recoil equivalent,lock nut
163,86,0.0,recoil equivalent,lock out
163,85,0.0,recoil equivalent,body finish
164,98,0.095,handle material,handle length
164,64,0.081,handle material,insert material
164,63,0.076,handle material,cover plate material
164,240,0.072,handle material,handle diameter
164,103,0.07,handle material,handle height
164,83,0.068,handle material,door handle type
164,99,0.067,handle material,handle type
164,48,0.06,handle material,body material
164,8,0.057,handle material,material
164,160,0.053,handle material,container material
165,20,0.19,int. hex,head
165,109,0.133,int. hex,hex key size
165,232,0.128,int. hex,hex flats (a/f)
165,151,0.109,int. hex,hex size
165,12,0.059,int. hex,length
165,18,0.049,int. hex,height
165,57,0.047,int. hex,a/f
165,180,0.045,int. hex,dimension a
165,244,0.042,int. hex,base
165,96,0.041,int. hex,deflection
166,128,0.278,d2 thread,thread (d2)
166,108,0.108,d2 thread,thread (d1)
166,214,0.105,d2 thread,d2 tapped
166,183,0.103,d2 thread,d thread
166,102,0.094,d2 thread,dimension d2
166,37,0.085,d2 thread,thread length
166,26,0.077,d2 thread,thread
166,84,0.075,d2 thread,thread type
166,31,0.062,d2 thread,thread size
166,238,0.06,d2 thread,spindle thread
167,73,0.206,recyclable,adhesive
167,250,0.201,recyclable,casters
167,249,0.201,recyclable,stackable
167,87,0.139,recyclable,lock nut
167,86,0.137,recyclable,lock out
167,189,0.135,recyclable,audit trail
167,117,0.135,recyclable,assembly required
167,114,0.135,recyclable,locking element
167,228,0.097,recyclable,made in the usa
167,81,0.0,recyclable,backing material
168,123,0.134,ansi a156.16,strike
168,150,0.097,ansi a156.16,dimension w
168,199,0.09,ansi a156.16,clearance
168,126,0.086,ansi a156.16,spindle size
168,218,0.086,ansi a156.16,crown width
168,134,0.082,ansi a156.16,male id
168,58,0.061,ansi a156.16,mounting distance
168,200,0.052,ansi a156.16,screw size
168,83,0.0,ansi a156.16,door handle type
168,81,0.0,ansi a156.16,backing material
169,20,0.163,feet of head,head
169,38,0.103,feet of head,load capacity range
169,161,0.078,feet of head,number of items
169,149,0.078,feet of head,number of keys
169,59,0.064,feet of head,spring rate
169,100,0.064,feet of head,number of screw holes
169,35,0.062,feet of head,number of pieces
169,11,0.059,feet of head,country of origin
169,15,0.051,feet of head,unit of measurement
169,90,0.0,feet of head,similar to
170,225,0.197,back pressure,psi
170,229,0.144,back pressure,max operating psi
170,194,0.114,back pressure,hole size
170,224,0.105,back pressure,shear strength
170,68,0.073,back pressure,end pressure full
170,67,0.072,back pressure,end pressure start
170,115,0.071,back pressure,start-end pressure
170,116,0.071,back pressure,final end pressure
170,83,0.0,back pressure,door handle type
170,80,0.0,back pressure,bumper height
171,66,0.283,door thickness,fits door thickness
171,143,0.21,door thickness,max door thickness
171,132,0.164,door thickness,combined thickness
171,39,0.162,door thickness,thickness
171,236,0.12,door thickness,plate thickness
171,178,0.12,door thickness,flange thickness
171,136,0.118,door thickness,max door width
171,83,0.112,door thickness,door handle type
171,141,0.111,door thickness,wire thickness
171,172,0.108,door thickness,accessory type
172,83,0.136,accessory type,door handle type
172,171,0.108,accessory type,door thickness
172,84,0.072,accessory type,thread type
172,16,0.072,accessory type,type
172,136,0.07,accessory type,max door width
172,221,0.07,accessory type,staple type
172,248,0.068,accessory type,wheel type
172,43,0.068,accessory type,threading type
172,106,0.068,accessory type,drive type
172,119,0.067,accessory type,exit type
173,87,0.164,nut size,lock nut
173,137,0.127,nut size,square size
173,95,0.09,nut size,bolt size
173,14,0.089,nut size,size
173,126,0.088,nut size,spindle size
173,109,0.086,nut size,hex key size
173,129,0.084,nut size,bore size
173,92,0.074,nut size,drill size
173,31,0.074,nut size,thread size
173,194,0.073,nut size,hole size
174,12,0.138,plate length,length
174,236,0.116,plate length,plate thickness
174,37,0.115,plate length,thread length
174,175,0.114,plate length,plate width
174,185,0.113,plate length,staple length
174,98,0.111,plate length,handle length
174,219,0.106,plate length,leg length
174,121,0.097,plate length,tap drill size
174,176,0.088,plate length,body length
174,54,0.086,plate length,stud length
175,211,0.125,plate width,opening width
175,19,0.123,plate width,width
175,118,0.121,plate width,assembled width
175,174,0.114,plate width,plate length
175,236,0.114,plate width,plate thickness
175,218,0.096,plate width,crown width
175,79,0.094,plate width,bumper width
175,136,0.083,plate width,max door width
175,63,0.065,plate width,cover plate material
175,12,0.047,plate width,length
176,54,0.569,body length,stud length
176,124,0.323,body length,body diameter
176,210,0.215,body length,opening depth
176,12,0.148,body length,length
176,37,0.123,body length,thread length
176,185,0.121,body length,staple length
176,48,0.121,body length,body material
176,98,0.119,body length,handle length
176,219,0.113,body length,leg length
176,85,0.091,body length,body finish
177,247,0.294,nose diameter,wheel diameter
177,188,0.289,nose diameter,bypass diameter
177,186,0.223,nose diameter,nominal flow diameter
177,156,0.17,nose diameter,nose length
177,65,0.153,nose diameter,nose material
177,157,0.13,nose diameter,hole diameter
177,25,0.11,nose diameter,diameter
177,41,0.092,nose diameter,base diameter
177,124,0.092,nose diameter,body diameter
177,239,0.09,nose diameter,ball diameter
178,19,0.327,flange thickness,width
178,131,0.137,flange thickness,flange diameter
178,132,0.123,flange thickness,combined thickness
178,39,0.121,flange thickness,thickness
178,171,0.12,flange thickness,door thickness
178,236,0.09,flange thickness,plate thickness
178,141,0.083,flange thickness,wire thickness
178,205,0.071,flange thickness,mil thickness
178,66,0.067,flange thickness,fits door thickness
178,143,0.05,flange thickness,max door thickness
179,10,0.14,screw type,description
179,100,0.138,screw type,number of screw holes
179,91,0.136,screw type,top screw/rod diameter
179,74,0.113,screw type,set screw body material
179,200,0.104,screw type,screw size
179,84,0.07,screw type,thread type
179,16,0.07,screw type,type
179,221,0.068,screw type,staple type
179,106,0.066,screw type,drive type
179,43,0.066,screw type,threading type
180,150,0.221,dimension a,dimension w
180,212,0.212,dimension a,dimension b
180,153,0.207,dimension a,dimension l3
180,182,0.204,dimension a,dimension e
180,101,0.204,dimension a,dimension h1
180,181,0.204,dimension a,dimension l
180,102,0.164,dimension a,dimension d2
180,152,0.164,dimension a,dimension l2
180,213,0.163,dimension a,dimension l4
180,139,0.162,dimension a,dimension d1
181,180,0.204,dimension l,dimension a
181,150,0.129,dimension l,dimension w
181,212,0.124,dimension l,dimension b
181,153,0.12,dimension l,dimension l3
181,182,0.119,dimension l,dimension e
181,101,0.119,dimension l,dimension h1
181,102,0.096,dimension l,dimension d2
181,152,0.095,dimension l,dimension l2
181,213,0.095,dimension l,dimension l4
181,139,0.094,dimension l,dimension d1
182,180,0.204,dimension e,dimension a
182,150,0.129,dimension e,dimension w
182,212,0.124,dimension e,dimension b
182,153,0.12,dimension e,dimension l3
182,101,0.119,dimension e,dimension h1
182,181,0.119,dimension e,dimension l
182,102,0.096,dimension e,dimension d2
182,152,0.095,dimension e,dimension l2
182,213,0.095,dimension e,dimension l4
182,139,0.094,dimension e,dimension d1
183,128,0.2,d thread,thread (d2)
183,108,0.197,d thread,thread (d1)
183,37,0.155,d thread,thread length
183,26,0.141,d thread,thread
183,84,0.136,d thread,thread type
183,31,0.112,d thread,thread size
183,238,0.109,d thread,spindle thread
183,166,0.103,d thread,d2 thread
183,235,0.092,d thread,thread length (l1)
183,207,0.084,d thread,coarse or fine thread
184,237,0.226,dimension d4,mounting hole diameter
184,180,0.161,dimension d4,dimension a
184,150,0.102,dimension d4,dimension w
184,212,0.098,dimension d4,dimension b
184,153,0.095,dimension d4,dimension l3
184,182,0.094,dimension d4,dimension e
184,101,0.094,dimension d4,dimension h1
184,181,0.094,dimension d4,dimension l
184,102,0.076,dimension d4,dimension d2
184,152,0.075,dimension d4,dimension l2
185,221,0.252,staple length,staple type
185,37,0.159,staple length,thread length
185,12,0.158,staple length,length
185,98,0.153,staple length,handle length
185,219,0.146,staple length,leg length
185,46,0.13,staple length,installed length
185,176,0.121,staple length,body length
185,54,0.119,staple length,stud length
185,156,0.114,staple length,nose length
185,174,0.113,staple length,plate length
186,177,0.223,nominal flow diameter,nose diameter
186,247,0.22,nominal flow diameter,wheel diameter
186,188,0.217,nominal flow diameter,bypass diameter
186,187,0.135,nominal flow diameter,interchange
186,157,0.097,nominal flow diameter,hole diameter
186,25,0.082,nominal flow diameter,diameter
186,41,0.069,nominal flow diameter,base diameter
186,124,0.069,nominal flow diameter,body diameter
186,239,0.068,nominal flow diameter,ball diameter
186,53,0.067,nominal flow diameter,pin diameter
187,186,0.135,interchange,nominal flow diameter
187,253,0.0,interchange,military standard equivalent
187,85,0.0,interchange,body finish
187,80,0.0,interchange,bumper height
187,81,0.0,interchange,backing material
187,82,0.0,interchange,hardness
187,83,0.0,interchange,door handle type
187,84,0.0,interchange,thread type
187,87,0.0,interchange,lock nut
187,86,0.0,interchange,lock out
188,177,0.289,bypass diameter,nose diameter
188,247,0.286,bypass diameter,wheel diameter
188,186,0.217,bypass diameter,nominal flow diameter
188,157,0.126,bypass diameter,hole diameter
188,25,0.107,bypass diameter,diameter
188,41,0.09,bypass diameter,base diameter
188,124,0.09,bypass diameter,body diameter
188,239,0.088,bypass diameter,ball diameter
188,53,0.087,bypass diameter,pin diameter
188,240,0.087,bypass diameter,handle diameter
189,73,0.139,audit trail,adhesive
189,250,0.135,audit trail,casters
189,249,0.135,audit trail,stackable
189,167,0.135,audit trail,recyclable
189,87,0.094,audit trail,lock nut
189,86,0.092,audit trail,lock out
189,117,0.091,audit trail,assembly required
189,114,0.091,audit trail,locking element
189,228,0.066,audit trail,made in the usa
189,81,0.0,audit trail,backing material
190,191,0.067,battery life,temperature resistance
190,253,0.0,battery life,military standard equivalent
190,84,0.0,battery life,thread type
190,79,0.0,battery life,bumper width
190,80,0.0,battery life,bumper height
190,81,0.0,battery life,backing material
190,82,0.0,battery life,hardness
190,83,0.0,battery life,door handle type
190,86,0.0,battery life,lock out
190,85,0.0,battery life,body finish
191,192,0.213,temperature resistance,stud
191,143,0.126,temperature resistance,max door thickness
191,144,0.072,temperature resistance,resistance
191,190,0.067,temperature resistance,battery life
191,90,0.065,temperature resistance,similar to
191,197,0.05,temperature resistance,sight glass material
191,82,0.0,temperature resistance,hardness
191,78,0.0,temperature resistance,cutting point
191,79,0.0,temperature resistance,bumper width
191,80,0.0,temperature resistance,bumper height
192,191,0.213,stud,temperature resistance
192,143,0.164,stud,max door thickness
192,54,0.119,stud,stud length
192,90,0.085,stud,similar to
192,253,0.0,stud,military standard equivalent
192,83,0.0,stud,door handle type
192,79,0.0,stud,bumper width
192,80,0.0,stud,bumper height
192,81,0.0,stud,backing material
192,82,0.0,stud,hardness
193,91,0.16,top diameter,top screw/rod diameter
193,157,0.095,top diameter,hole diameter
193,177,0.086,top diameter,nose diameter
193,247,0.085,top diameter,wheel diameter
193,188,0.084,top diameter,bypass diameter
193,25,0.081,top diameter,diameter
193,41,0.068,top diameter,base diameter
193,124,0.068,top diameter,body diameter
193,239,0.066,top diameter,ball diameter
193,53,0.066,top diameter,pin diameter
194,157,0.177,hole size,hole diameter
194,170,0.114,hole size,back pressure
194,137,0.11,hole size,square size
194,112,0.102,hole size,max hole spacing
194,146,0.1,hole size,hole center
194,95,0.1,hole size,bolt size
194,237,0.092,hole size,mounting hole diameter
194,120,0.091,hole size,mount hole diameter
194,92,0.082,hole size,drill size
194,31,0.082,hole size,thread size
195,76,0.112,knob material,knob diameter
195,217,0.106,knob material,packing type
195,48,0.069,knob material,body material
195,8,0.066,knob material,material
195,160,0.061,knob material,container material
195,81,0.061,knob material,backing material
195,75,0.056,knob material,ball material
195,65,0.055,knob material,nose material
195,113,0.054,knob material,leveler material
195,204,0.05,knob material,frame material
196,232,0.125,across flats,hex flats (a/f)
196,35,0.105,across flats,number of pieces
196,86,0.0,across flats,lock out
196,81,0.0,across flats,backing material
196,82,0.0,across flats,hardness
196,83,0.0,across flats,door handle type
196,84,0.0,across flats,thread type
196,85,0.0,across flats,body finish
196,253,0.0,across flats,military standard equivalent
196,79,0.0,across flats,bumper width
197,144,0.064,sight glass material,resistance
197,191,0.05,sight glass material,temperature resistance
197,48,0.048,sight glass material,body material
197,8,0.045,sight glass material,material
197,160,0.042,sight glass material,container material
197,81,0.042,sight glass material,backing material
197,75,0.038,sight glass material,ball material
197,65,0.038,sight glass material,nose material
197,113,0.037,sight glass material,leveler material
197,204,0.034,sight glass material,frame material
198,61,0.07,gasket material,body mount material
198,70,0.056,gasket material,mounting location
198,48,0.048,gasket material,body material
198,8,0.045,gasket material,material
198,160,0.042,gasket material,container material
198,81,0.042,gasket material,backing material
198,75,0.038,gasket material,ball material
198,65,0.038,gasket material,nose material
198,113,0.037,gasket material,leveler material
198,204,0.034,gasket material,frame material
199,150,0.35,clearance,dimension w
199,58,0.22,clearance,mounting distance
199,126,0.119,clearance,spindle size
199,218,0.118,clearance,crown width
199,134,0.112,clearance,male id
199,168,0.09,clearance,ansi a156.16
199,200,0.072,clearance,screw size
199,12,0.061,clearance,length
199,18,0.051,clearance,height
199,57,0.049,clearance,a/f
200,126,0.125,screw size,spindle size
200,179,0.104,screw size,screw type
200,137,0.081,screw size,square size
200,150,0.077,screw size,dimension w
200,199,0.072,screw size,clearance
200,218,0.069,screw size,crown width
200,66,0.067,screw size,fits door thickness
200,134,0.065,screw size,male id
200,95,0.057,screw size,bolt size
200,14,0.057,screw size,size
201,32,0.308,for use with make,for use with
201,52,0.054,for use with make,interior or exterior use
201,143,0.048,for use with make,max door thickness
201,253,0.0,for use with make,military standard equivalent
201,81,0.0,for use with make,backing material
201,82,0.0,for use with make,hardness
201,83,0.0,for use with make,door handle type
201,84,0.0,for use with make,thread type
201,85,0.0,for use with make,body finish
201,86,0.0,for use with make,lock out
202,6,0.152,compatible part/model number,manufacturers part number
202,161,0.082,compatible part/model number,number of items
202,149,0.082,compatible part/model number,number of keys
202,100,0.067,compatible part/model number,number of screw holes
202,35,0.065,compatible part/model number,number of pieces
202,86,0.0,compatible part/model number,lock out
202,82,0.0,compatible part/model number,hardness
202,83,0.0,compatible part/model number,door handle type
202,84,0.0,compatible part/model number,thread type
202,85,0.0,compatible part/model number,body finish
203,17,0.154,frame color family,color
203,208,0.085,frame color family,overall frame height
203,204,0.08,frame color family,frame material
203,89,0.0,frame color family,full ball diameter
203,88,0.0,frame color family,ball height
203,87,0.0,frame color family,lock nut
203,86,0.0,frame color family,lock out
203,85,0.0,frame color family,body finish
203,84,0.0,frame color family,thread type
203,83,0.0,frame color family,door handle type
204,208,0.103,frame material,overall frame height
204,70,0.091,frame material,mounting location
204,203,0.08,frame material,frame color family
204,48,0.069,frame material,body material
204,8,0.066,frame material,material
204,160,0.062,frame material,container material
204,81,0.061,frame material,backing material
204,75,0.056,frame material,ball material
204,65,0.055,frame material,nose material
204,113,0.055,frame material,leveler material
205,132,0.121,mil thickness,combined thickness
205,39,0.096,mil thickness,thickness
205,171,0.095,mil thickness,door thickness
205,141,0.081,mil thickness,wire thickness
205,236,0.071,mil thickness,plate thickness
205,178,0.071,mil thickness,flange thickness
205,66,0.053,mil thickness,fits door thickness
205,143,0.04,mil thickness,max door thickness
205,86,0.0,mil thickness,lock out
205,87,0.0,mil thickness,lock nut
206,24,0.26,load @ solid weight,weight
206,105,0.144,load @ solid weight,deflection at solid load
206,29,0.14,load @ solid weight,weight capacity
206,38,0.121,load @ solid weight,load capacity range
206,93,0.105,load @ solid weight,max load
206,69,0.102,load @ solid weight,vertical lifting load
206,9,0.087,load @ solid weight,package quantity
206,97,0.066,load @ solid weight,rated load
206,68,0.047,load @ solid weight,end pressure full
206,67,0.047,load @ solid weight,end pressure start
207,43,0.213,coarse or fine thread,threading type
207,26,0.168,coarse or fine thread,thread
207,84,0.163,coarse or fine thread,thread type
207,34,0.093,coarse or fine thread,full or partial thread
207,128,0.089,coarse or fine thread,thread (d2)
207,108,0.088,coarse or fine thread,thread (d1)
207,183,0.084,coarse or fine thread,d thread
207,37,0.069,coarse or fine thread,thread length
207,200,0.056,coarse or fine thread,screw size
207,31,0.05,coarse or fine thread,thread size
208,18,0.433,overall frame height,height
208,209,0.249,overall frame height,opening height
208,94,0.247,overall frame height,mount height
208,204,0.103,overall frame height,frame material
208,145,0.092,overall frame height,base height
208,103,0.087,overall frame height,handle height
208,80,0.086,overall frame height,bumper height
208,203,0.085,overall frame height,frame color family
208,88,0.084,overall frame height,ball height
208,234,0.065,overall frame height,pad height (l3)
209,18,0.575,opening height,height
209,94,0.328,opening height,mount height
209,208,0.249,opening height,overall frame height
209,211,0.2,opening height,opening width
209,210,0.157,opening height,opening depth
209,140,0.148,opening height,hooks opening
209,145,0.122,opening height,base height
209,103,0.115,opening height,handle height
209,80,0.114,opening height,bumper height
209,88,0.111,opening height,ball height
210,36,0.265,opening depth,depth
210,176,0.215,opening depth,body length
210,124,0.212,opening depth,body diameter
210,54,0.21,opening depth,stud length
210,209,0.157,opening depth,opening height
210,211,0.152,opening depth,opening width
210,140,0.113,opening depth,hooks opening
210,230,0.077,opening depth,voltage
210,162,0.065,opening depth,helicoil equivalent
210,12,0.049,opening depth,length
211,118,0.355,opening width,assembled width
211,209,0.2,opening width,opening height
211,19,0.162,opening width,width
211,210,0.152,opening width,opening depth
211,140,0.144,opening width,hooks opening
211,218,0.127,opening width,crown width
211,175,0.125,opening width,plate width
211,79,0.124,opening width,bumper width
211,136,0.109,opening width,max door width
211,12,0.062,opening width,length
212,154,0.398,dimension b,dimension d3
212,180,0.212,dimension b,dimension a
212,222,0.163,dimension b,sheet capacity
212,150,0.134,dimension b,dimension w
212,153,0.125,dimension b,dimension l3
212,182,0.124,dimension b,dimension e
212,181,0.124,dimension b,dimension l
212,101,0.124,dimension b,dimension h1
212,102,0.1,dimension b,dimension d2
212,152,0.099,dimension b,dimension l2
213,92,0.243,dimension l4,drill size
213,180,0.163,dimension l4,dimension a
213,72,0.119,dimension l4,max deflection
213,150,0.103,dimension l4,dimension w
213,58,0.1,dimension l4,mounting distance
213,212,0.099,dimension l4,dimension b
213,153,0.096,dimension l4,dimension l3
213,101,0.095,dimension l4,dimension h1
213,181,0.095,dimension l4,dimension l
213,182,0.095,dimension l4,dimension e
214,128,0.204,d2 tapped,thread (d2)
214,238,0.136,d2 tapped,spindle thread
214,102,0.114,d2 tapped,dimension d2
214,166,0.105,d2 tapped,d2 thread
214,253,0.0,d2 tapped,military standard equivalent
214,84,0.0,d2 tapped,thread type
214,81,0.0,d2 tapped,backing material
214,82,0.0,d2 tapped,hardness
214,83,0.0,d2 tapped,door handle type
214,85,0.0,d2 tapped,body finish
215,152,0.121,l2 min,dimension l2
215,231,0.085,l2 min,base height (l2)
215,12,0.046,l2 min,length
215,18,0.038,l2 min,height
215,57,0.037,l2 min,a/f
215,180,0.035,l2 min,dimension a
215,244,0.033,l2 min,base
215,96,0.032,l2 min,deflection
215,216,0.031,l2 min,bore
215,36,0.031,l2 min,depth
216,129,0.266,bore,bore size
216,12,0.091,bore,length
216,18,0.076,bore,height
216,57,0.073,bore,a/f
216,180,0.07,bore,dimension a
216,244,0.065,bore,base
216,96,0.063,bore,deflection
216,36,0.062,bore,depth
216,147,0.06,bore,backset
216,155,0.06,bore,projection
217,160,0.132,packing type,container material
217,195,0.106,packing type,knob material
217,84,0.072,packing type,thread type
217,16,0.072,packing type,type
217,221,0.069,packing type,staple type
217,248,0.068,packing type,wheel type
217,106,0.068,packing type,drive type
217,43,0.068,packing type,threading type
217,119,0.067,packing type,exit type
217,83,0.057,packing type,door handle type
218,47,0.398,crown width,crown
218,221,0.155,crown width,staple type
218,211,0.127,crown width,opening width
218,150,0.127,crown width,dimension w
218,19,0.125,crown width,width
218,118,0.123,crown width,assembled width
218,199,0.118,crown width,clearance
218,126,0.113,crown width,spindle size
218,134,0.107,crown width,male id
218,175,0.096,crown width,plate width
219,12,0.358,leg length,length
219,37,0.329,leg length,thread length
219,98,0.316,leg length,handle length
219,185,0.146,leg length,staple length
219,176,0.113,leg length,body length
219,54,0.111,leg length,stud length
219,156,0.106,leg length,nose length
219,174,0.106,leg length,plate length
219,55,0.103,leg length,pin length
219,46,0.095,leg length,installed length
220,179,0.065,machine compatibility,screw type
220,90,0.065,machine compatibility,similar to
220,79,0.0,machine compatibility,bumper width
220,92,0.0,machine compatibility,drill size
220,91,0.0,machine compatibility,top screw/rod diameter
220,89,0.0,machine compatibility,full ball diameter
220,88,0.0,machine compatibility,ball height
220,87,0.0,machine compatibility,lock nut
220,86,0.0,machine compatibility,lock out
220,85,0.0,machine compatibility,body finish
221,47,0.391,staple type,crown
221,185,0.252,staple type,staple length
221,218,0.155,staple type,crown width
221,84,0.091,staple type,thread type
221,16,0.091,staple type,type
221,248,0.086,staple type,wheel type
221,43,0.086,staple type,threading type
221,106,0.086,staple type,drive type
221,119,0.085,staple type,exit type
221,83,0.072,staple type,door handle type
222,45,0.173,sheet capacity,padlock capacity
222,251,0.173,sheet capacity,capacity
222,212,0.163,sheet capacity,dimension b
222,154,0.124,sheet capacity,dimension d3
222,29,0.101,sheet capacity,weight capacity
222,38,0.063,sheet capacity,load capacity range
222,91,0.0,sheet capacity,top screw/rod diameter
222,90,0.0,sheet capacity,similar to
222,89,0.0,sheet capacity,full ball diameter
222,88,0.0,sheet capacity,ball height
223,224,0.123,peel-apart strength piw,shear strength
223,253,0.0,peel-apart strength piw,military standard equivalent
223,79,0.0,peel-apart strength piw,bumper width
223,91,0.0,peel-apart strength piw,top screw/rod diameter
223,90,0.0,peel-apart strength piw,similar to
223,89,0.0,peel-apart strength piw,full ball diameter
223,88,0.0,peel-apart strength piw,ball height
223,87,0.0,peel-apart strength piw,lock nut
223,86,0.0,peel-apart strength piw,lock out
223,85,0.0,peel-apart strength piw,body finish
224,225,0.24,shear strength,psi
224,229,0.175,shear strength,max operating psi
224,223,0.123,shear strength,peel-apart strength piw
224,170,0.105,shear strength,back pressure
224,253,0.0,shear strength,military standard equivalent
224,81,0.0,shear strength,backing material
224,82,0.0,shear strength,hardness
224,83,0.0,shear strength,door handle type
224,84,0.0,shear strength,thread type
224,86,0.0,shear strength,lock out
225,229,0.729,psi,max operating psi
225,224,0.24,psi,shear strength
225,170,0.197,psi,back pressure
225,80,0.0,psi,bumper height
225,81,0.0,psi,backing material
225,82,0.0,psi,hardness
225,83,0.0,psi,door handle type
225,84,0.0,psi,thread type
225,86,0.0,psi,lock out
225,85,0.0,psi,body finish
226,253,0.0,cfm,military standard equivalent
226,93,0.0,cfm,max load
226,91,0.0,cfm,top screw/rod diameter
226,90,0.0,cfm,similar to
226,89,0.0,cfm,full ball diameter
226,88,0.0,cfm,ball height
226,87,0.0,cfm,lock nut
226,86,0.0,cfm,lock out
226,85,0.0,cfm,body finish
226,84,0.0,cfm,thread type
227,253,0.0,connection configuration,military standard equivalent
227,93,0.0,connection configuration,max load
227,91,0.0,connection configuration,top screw/rod diameter
227,90,0.0,connection configuration,similar to
227,89,0.0,connection configuration,full ball diameter
227,88,0.0,connection configuration,ball height
227,87,0.0,connection configuration,lock nut
227,86,0.0,connection configuration,lock out
227,85,0.0,connection configuration,body finish
227,84,0.0,connection configuration,thread type
228,73,0.1,made in the usa,adhesive
228,250,0.097,made in the usa,casters
228,249,0.097,made in the usa,stackable
228,167,0.097,made in the usa,recyclable
228,87,0.067,made in the usa,lock nut
228,86,0.066,made in the usa,lock out
228,114,0.066,made in the usa,locking element
228,189,0.066,made in the usa,audit trail
228,117,0.066,made in the usa,assembly required
228,12,0.039,made in the usa,length
229,225,0.729,max operating psi,psi
229,224,0.175,max operating psi,shear strength
229,170,0.144,max operating psi,back pressure
229,72,0.071,max operating psi,max deflection
229,112,0.07,max operating psi,max hole spacing
229,60,0.069,max operating psi,max travel
229,122,0.068,max operating psi,max user codes
229,136,0.051,max operating psi,max door width
229,93,0.049,max operating psi,max load
229,143,0.033,max operating psi,max door thickness
230,57,0.171,voltage,a/f
230,39,0.103,voltage,thickness
230,176,0.082,voltage,body length
230,124,0.081,voltage,body diameter
230,145,0.08,voltage,base height
230,54,0.08,voltage,stud length
230,77,0.077,voltage,mounting dimensions
230,210,0.077,voltage,opening depth
230,151,0.073,voltage,hex size
230,127,0.07,voltage,threads per inch
231,145,0.246,base height (l2),base height
231,88,0.188,base height (l2),ball height
231,244,0.152,base height (l2),base
231,18,0.134,base height (l2),height
231,236,0.099,base height (l2),plate thickness
231,152,0.09,base height (l2),dimension l2
231,215,0.085,base height (l2),l2 min
231,41,0.081,base height (l2),base diameter
231,209,0.077,base height (l2),opening height
231,94,0.076,base height (l2),mount height
232,20,0.177,hex flats (a/f),head
232,165,0.128,hex flats (a/f),int. hex
232,196,0.125,hex flats (a/f),across flats
232,109,0.124,hex flats (a/f),hex key size
232,151,0.101,hex flats (a/f),hex size
232,82,0.0,hex flats (a/f),hardness
232,83,0.0,hex flats (a/f),door handle type
232,84,0.0,hex flats (a/f),thread type
232,253,0.0,hex flats (a/f),military standard equivalent
232,80,0.0,hex flats (a/f),bumper height
233,41,0.327,base diameter (d1),base diameter
233,108,0.162,base diameter (d1),thread (d1)
233,244,0.154,base diameter (d1),base
233,53,0.134,base diameter (d1),pin diameter
233,139,0.09,base diameter (d1),dimension d1
233,235,0.084,base diameter (d1),thread length (l1)
233,145,0.081,base diameter (d1),base height
233,157,0.08,base diameter (d1),hole diameter
233,231,0.063,base diameter (d1),base height (l2)
233,177,0.053,base diameter (d1),nose diameter
234,18,0.15,pad height (l3),height
234,153,0.143,pad height (l3),dimension l3
234,209,0.086,pad height (l3),opening height
234,94,0.086,pad height (l3),mount height
234,88,0.077,pad height (l3),ball height
234,145,0.068,pad height (l3),base height
234,208,0.065,pad height (l3),overall frame height
234,103,0.064,pad height (l3),handle height
234,80,0.063,pad height (l3),bumper height
234,231,0.053,pad height (l3),base height (l2)
235,37,0.293,thread length (l1),thread length
235,138,0.099,thread length (l1),dimension l1
235,128,0.098,thread length (l1),thread (d2)
235,108,0.096,thread length (l1),thread (d1)
